Date,Open,High,Low,Close,Adj Close,Volume,RSI,Stochastic,MACD,MACD_Signal,EMA,ATR,ROC,OBV,AccDist,PSAR
2018-01-02,43.65999984741211,44.06999969482422,43.5,43.72999954223633,29.16884994506836,198700,,,,,,0.0,,198700.0,-38345.84733171822,43.72999954223633
2018-01-03,43.720001220703125,44.02000045776367,43.41999816894531,43.58000183105469,29.068803787231445,170700,,,,,,0.0,,28000.0,-118004.11088814691,43.58000183105469
2018-01-04,43.689998626708984,43.72999954223633,42.7400016784668,42.7400016784668,28.508501052856445,335100,,,,,,0.0,,-307100.0,-453104.1108881469,44.06999969482422
2018-01-05,42.790000915527344,42.93000030517578,42.43000030517578,42.59000015258789,28.408445358276367,216000,,,,,,0.0,,-523100.0,-530864.2427240844,44.04339973449707
2018-01-08,42.619998931884766,43.150001525878906,42.369998931884766,42.7599983215332,28.5218505859375,329100,,,,,,0.0,,-194000.0,-530865.8522275396,43.97886375732422
2018-01-09,42.650001525878906,42.79999923706055,41.939998626708984,42.08000183105469,28.068262100219727,305800,,,,,,0.0,,-499800.0,-737100.8533808194,43.88233186779785
2018-01-10,41.79999923706055,42.060001373291016,40.650001525878906,41.20000076293945,27.481294631958008,692800,,,,,,0.0,,-1192600.0,-889419.2751240551,43.72694520851074
2018-01-11,41.34000015258789,41.380001068115234,40.970001220703125,41.040000915527344,27.374574661254883,242000,,,,,,0.0,,-1434600.0,-1048785.458285417,43.41925084024756
2018-01-12,41.11000061035156,41.16999816894531,40.290000915527344,40.38999938964844,26.941001892089844,251600,,,,,,0.0,,-1686200.0,-1243204.3341599824,43.14232590881069
2018-01-16,40.529998779296875,41.189998626708984,40.52000045776367,40.529998779296875,27.03437614440918,324800,,,,,,0.0,,-1361400.0,-1558310.4126404761,42.80004690961669
2018-01-17,40.599998474121094,41.209999084472656,40.529998779296875,41.209999084472656,27.48794937133789,201700,,,,,,0.0,,-1159700.0,-1356610.4126404761,42.49884139032597
2018-01-18,41.150001525878906,41.150001525878906,40.619998931884766,40.689998626708984,27.141117095947266,185600,,,,,,0.0,,-1345300.0,-1493184.4512335076,42.233780533350135
2018-01-19,40.599998474121094,41.040000915527344,40.58000183105469,41.040000915527344,27.374574661254883,199400,,,,,,0.0,-6.151380413601118,-1145900.0,-1293784.4512335076,42.0005269792114
2018-01-22,40.810001373291016,41.15999984741211,40.689998626708984,40.95000076293945,27.441585540771484,222700,29.839034538155502,17.460319062189676,,,,0.7157143184116909,-6.034880581948762,-1368600.0,-1270091.5773941465,41.79526385156932
2018-01-23,41.0,41.59000015258789,40.900001525878906,41.59000015258789,27.870468139648438,278100,41.23255185183366,34.852530740020676,,,,0.7138774832900691,-2.690691344680733,-1090500.0,-991991.5773941465,41.61463229924428
2018-01-24,41.59000015258789,41.63999938964844,41.209999084472656,41.27000045776367,27.656005859375,192500,37.917034455556006,28.48837015885337,,,,0.6936005419961914,-3.099318361340771,-1283000.0,-1130769.4557142614,40.290000915527344
