Date,Open,High,Low,Close,Adj Close,Volume,RSI,Stochastic,MACD,MACD_Signal,EMA
2018-01-02,23.200000762939453,23.280000686645508,21.920000076293945,22.399999618530273,22.399999618530273,12188,,,,,
2018-01-03,22.079999923706055,22.799999237060547,20.0,20.31999969482422,20.31999969482422,25388,,,,,
2018-01-04,19.68000030517578,22.719999313354492,19.040000915527344,21.200000762939453,21.200000762939453,18350,,,,,
2018-01-05,20.959999084472656,21.84000015258789,19.600000381469727,20.559999465942383,20.559999465942383,9013,,,,,
2018-01-08,20.559999465942383,20.639999389648438,20.0,20.0,20.0,3325,,,,,
2018-01-09,19.920000076293945,20.15999984741211,18.799999237060547,19.440000534057617,19.440000534057617,13988,,,,,
2018-01-10,19.360000610351562,20.0,18.959999084472656,19.280000686645508,19.280000686645508,2563,,,,,
2018-01-11,19.520000457763672,20.8799991607666,19.520000457763672,20.479999542236328,20.479999542236328,7000,,,,,
2018-01-12,20.719999313354492,22.079999923706055,20.31999969482422,21.920000076293945,21.920000076293945,12125,,,,,
2018-01-16,22.479999542236328,23.520000457763672,22.0,22.239999771118164,22.239999771118164,15975,,,,,
2018-01-17,22.799999237060547,23.200000762939453,22.239999771118164,22.799999237060547,22.799999237060547,7163,,,,,
2018-01-18,23.68000030517578,23.68000030517578,21.920000076293945,22.079999923706055,22.079999923706055,21413,,,,,
2018-01-19,22.559999465942383,22.8799991607666,21.520000457763672,22.31999969482422,22.31999969482422,18725,,,,,
2018-01-22,22.15999984741211,22.639999389648438,21.84000015258789,22.31999969482422,22.31999969482422,14588,55.32230711203788,72.13114113360584,,,
2018-01-23,22.719999313354492,22.719999313354492,21.68000030517578,22.079999923706055,22.079999923706055,10525,52.85413836947088,67.21311411336059,,,
2018-01-24,21.68000030517578,22.079999923706055,20.799999237060547,21.200000762939453,21.200000762939453,7750,44.93751891729739,49.18034837246133,,,
2018-01-25,20.799999237060547,22.0,20.799999237060547,21.440000534057617,21.440000534057617,4400,47.25775735496407,54.09837539270658,,,
2018-01-26,21.920000076293945,22.239999771118164,21.440000534057617,21.520000457763672,21.520000457763672,4238,48.0436779495562,55.73771773278833,,,
2018-01-29,21.68000030517578,22.559999465942383,20.639999389648438,21.360000610351562,21.360000610351562,8350,46.5496751524735,52.45903305262483,,,
2018-01-30,21.360000610351562,21.600000381469727,20.079999923706055,20.079999923706055,20.079999923706055,7713,36.71367833544331,23.728825202857788,,,21.48591649546581
2018-01-31,20.0,20.559999465942383,20.0,20.479999542236328,20.479999542236328,2313,40.91524466718143,23.076901915509954,,,21.390114880872527
2018-02-01,20.0,20.15999984741211,18.959999084472656,19.280000686645508,19.280000686645508,17138,33.68923610707212,6.779693207900947,,,21.18915162427948
2018-02-02,19.200000762939453,19.760000228881836,18.639999389648438,19.040000915527344,19.040000915527344,5275,32.454695068712084,7.936536770193293,,,20.98447060439832
2018-02-05,18.639999389648438,18.959999084472656,18.0,18.15999984741211,18.15999984741211,7663,28.352116495918168,2.816898570697485,,,20.715473389447254
2018-02-06,18.0,19.200000762939453,17.360000610351562,18.079999923706055,18.079999923706055,8875,28.005527958251747,11.392394748755093,,,20.464475916519522
2018-02-07,18.31999969482422,18.479999542236328,16.239999771118164,16.559999465942383,16.559999465942383,11363,22.402074413329544,4.819272955402508,-1.004384042890365,,20.092621016464555
2018-02-08,16.559999465942383,18.399999618530273,16.079999923706055,17.520000457763672,17.520000457763672,15175,31.69734889290693,21.68675702444394,-1.08039555586166,,19.847609534683517
2018-02-09,17.68000030517578,18.31999969482422,16.559999465942383,17.920000076293945,17.920000076293945,8113,35.18139859501987,27.710848218697073,-1.0957277339950267,,19.66402768150356
2018-02-12,17.600000381469727,19.440000534057617,17.600000381469727,18.799999237060547,18.799999237060547,10988,42.17024502376284,41.97530101083598,-1.0250538352748855,,19.581739258223273
2018-02-13,18.559999465942383,19.360000610351562,17.920000076293945,19.280000686645508,19.280000686645508,2638,45.61478825344733,49.38273131166138,-0.9197103079885096,,19.55300225140634
2018-02-14,19.600000381469727,21.280000686645508,18.799999237060547,19.200000762939453,19.200000762939453,6775,45.132286021723765,48.14816450058957,-0.8330769365584914,,19.519383062028542
2018-02-15,19.440000534057617,19.520000457763672,18.639999389648438,19.1200008392334,19.1200008392334,3250,44.623955241234924,46.913597689517765,-0.7620897940350702,,19.481346659857575
2018-02-16,19.360000610351562,19.920000076293945,18.15999984741211,19.1200008392334,19.1200008392334,2550,44.623955241234924,55.07247578669486,-0.6977883029522189,,19.446932772179082
2018-02-20,18.799999237060547,18.959999084472656,16.8799991607666,17.68000030517578,17.68000030517578,8575,36.12905749743168,30.769233590752002,-0.7543294758696568,-0.8591576367460141,19.27865348960734
2018-02-21,18.0,19.200000762939453,17.280000686645508,18.239999771118164,18.239999771118164,5100,40.84522824487113,41.5384525095936,-0.745359446246951,-0.8363979986462015,19.179734087846466
2018-02-22,18.0,19.040000915527344,17.68000030517578,17.920000076293945,17.920000076293945,3400,39.06991381413756,35.384613127398396,-0.7553645616995048,-0.8201913112568622,19.05975942007956
2018-02-23,18.8799991607666,18.8799991607666,17.280000686645508,17.760000228881836,17.760000228881836,6000,38.17643549217256,32.3076934363008,-0.7673587048054671,-0.8096247899665832,18.93597283044168
2018-02-26,18.639999389648438,18.639999389648438,17.68000030517578,18.639999389648438,18.639999389648438,6375,45.55163514462407,49.23075173733759,-0.6978116336757054,-0.7872621587084077,18.907784883699467
