Date,Open,High,Low,Close,Adj Close,Volume,RSI,Stochastic,MACD,MACD_Signal,EMA
2018-01-02,258.75,270.5,247.1999969482422,251.25,251.25,3812,,,,,
2018-01-03,252.5,262.0,239.47500610351562,251.0,251.0,2368,,,,,
2018-01-04,243.5,255.5,237.0,254.25,254.25,4748,,,,,
2018-01-05,248.5,290.25,246.25,275.25,275.25,1380,,,,,
2018-01-08,277.5,310.95001220703125,277.25,307.25,307.25,1904,,,,,
2018-01-09,306.25,337.25,305.0,318.0,318.0,3844,,,,,
2018-01-10,320.75,337.5,317.5249938964844,330.75,330.75,1492,,,,,
2018-01-11,343.25,345.0,325.25,343.0,343.0,5252,,,,,
2018-01-12,345.0,364.0,345.0,357.5,357.5,4652,,,,,
2018-01-16,360.0,370.0,317.5,333.0,333.0,2412,,,,,
2018-01-17,313.75,345.25,290.25,330.25,330.25,936,,,,,
2018-01-18,349.75,370.0,349.5,362.25,362.25,1000,,,,,
2018-01-19,361.5,642.0,340.25,512.75,512.75,38332,,,,,
2018-01-22,523.75,554.375,471.75,545.0,545.0,21120,92.65528285314416,76.04938271604938,,,
2018-01-23,536.75,599.25,520.0750122070312,571.5,571.5,14420,93.33601127095677,82.5925925925926,,,
2018-01-24,575.25,611.2999877929688,558.5,605.5,605.5,19668,94.09252748738487,90.98765432098766,,,
2018-01-25,626.25,726.75,604.375,694.5,694.5,14712,95.5247164388781,93.2882414151925,,,
2018-01-26,697.0,730.75,656.25,706.25,706.25,11936,95.67383583904129,94.59757442116869,,,
2018-01-29,711.25,743.75,606.25,666.25,666.25,14032,85.25882468238474,82.91069459757442,,,
2018-01-30,662.5,679.1500244140625,599.5999755859375,619.25,619.25,7252,74.936395701501,72.54685777287762,,,479.58473589667614
2018-01-31,619.0,629.75,601.875,612.75,612.75,4580,73.60908029416125,71.1135611907387,,,492.26714200175456
2018-02-01,612.5,614.5,597.75,606.25,606.25,2584,72.23126425879343,69.68026460859978,,,503.1226522873018
2018-02-02,597.5,604.9249877929688,525.0,578.25,578.25,9856,66.46026192437608,63.50606394707828,,,510.2776377837492
2018-02-05,569.25,604.8499755859375,556.125,573.5,573.5,2116,65.50413616458697,62.45865490628445,,,516.2988151376778
2018-02-06,551.75,631.75,551.25,573.75,573.75,3544,65.53224203810592,57.86864931846345,,,521.770356553137
2018-02-07,582.0,582.0,531.0,550.5,550.5,2264,60.58816221335955,52.10656753407683,72.22308064726792,,524.5065130718859
2018-02-08,555.25,555.25,500.0,529.25,529.25,4348,56.39993969416839,21.139705882352942,63.885987143016905,,524.9582737317063
2018-02-09,540.5,553.5,502.5,514.0,514.0,6724,53.53963082346754,5.743589743589744,55.40950662381147,,523.914628614401
2018-02-12,520.0,528.5,457.75,473.75,473.75,6148,46.79423594849499,5.594405594405594,44.92611582815124,,519.137044936839
2018-02-13,475.0,517.25,475.0,500.25,500.25,5884,51.15734383990572,14.86013986013986,38.31461459704258,,517.3382787523781
2018-02-14,500.0,562.25,493.5,517.0,517.0,2528,53.739605353153316,20.716783216783217,34.03421204164914,,517.306061728342
2018-02-15,517.5,601.1749877929688,475.0,496.5,496.5,4740,50.238830333572636,13.548951048951048,28.657438392362053,,515.3245320399285
2018-02-16,492.0,528.4749755859375,479.25,496.75,496.75,3816,50.28136663668084,17.615174209313622,24.138228970358114,,513.5555289885068
2018-02-20,496.0,523.4500122070312,486.875,499.5,499.5,2340,50.779780457825325,23.99425287356322,20.541831514709827,38.90839821729381,512.2169071800776
2018-02-21,501.0,513.9500122070312,490.25,506.75,506.75,3348,52.141903414343304,28.160919540229884,18.068393832766446,34.74039734038834,511.6962493534035
2018-02-22,507.5,534.0,489.75,504.5,504.5,1168,51.664054671223546,26.867816091954023,15.745120505514365,30.94134197341355,511.01089227212697
2018-02-23,513.0,524.25,495.0,519.5,519.5,2616,54.648016591592715,35.48850574712644,14.942041739085937,27.74148192654803,511.8193787224006
2018-02-26,525.0,559.5,483.75,503.75,503.75,5364,51.082141409264224,26.436781609195403,12.886159039017116,24.77041734904185,511.05086646312435
2018-02-27,500.75,527.25,492.5,493.75,493.75,1452,48.90037597641658,25.10022873557104,10.330853116866137,21.88250450260671,509.40316489520774
2018-02-28,498.75,505.75,472.5,485.75,485.75,1956,47.16484625637831,19.522400127666366,7.572925649461638,19.020588731977696,507.1504825242356
2018-03-01,488.75,493.5,437.75,458.75,458.75,3600,41.77589692384332,12.849932120908814,3.1720089653189234,15.850872778645941,502.5409127600227
2018-03-02,457.0,482.5,457.0,468.5,468.5,5724,44.252937932774536,18.815972034187908,0.4656268456593011,12.773823592048613,499.29892106859194
2018-03-05,463.0,487.5,452.75,487.5,487.5,3884,48.82219617025882,30.44210109596255,-0.14439477909570542,10.19017991781975,498.1752143001546
2018-03-06,486.5,505.375,455.0,463.75,463.75,3628,43.970638608527075,15.909439768744246,-2.5152733195266137,7.649089270350478,494.89662246204466
2018-03-07,463.5,495.125,443.75,456.75,456.75,5192,42.62614409238409,11.626129061774641,-4.902539716507761,5.13876347297883,491.2636107989928
2018-03-08,462.0,467.875,443.125,447.75,447.75,4488,40.89476131714846,8.213552361396303,-7.434984446718033,2.6240138890394573,487.1194573895649
2018-03-09,453.5,499.5,446.0,487.25,487.25,6580,50.41424224039743,40.6570841889117,-6.183367247347519,0.8625376617620621,487.1318900191302
2018-03-12,492.0,547.75,475.0,500.0,500.0,14268,53.043199712193086,51.12936344969199,-4.115195740748504,-0.1330090187400511,488.3574243030225
2018-03-13,506.75,506.75,458.125,487.5,487.5,5728,50.23138762563918,40.86242299794661,-3.4450876288461245,-0.7954247407612658,488.2757648455918
2018-03-14,487.0,498.5,450.0,452.25,452.25,8056,43.26611290468767,11.90965092402464,-5.6927797049471,-1.7748957335984326,484.8447396222021
2018-03-15,451.25,487.5,451.25,474.5,474.5,8168,48.153102615219616,30.184804928131417,-5.613988257961353,-2.542714238471017,483.8595263248495
2018-03-16,468.75,490.3999938964844,452.125,468.5,468.5,2084,46.977937875291104,27.954545454545453,-5.966912471770627,-3.227553885130939,482.39671429391143
2018-03-19,469.0,485.75,452.75,455.0,455.0,2572,44.35502133814893,15.681818181818182,-7.2523441210882424,-4.0325119323224,479.787503408777
2018-03-20,458.25,496.9750061035156,452.125,481.0,481.0,1744,50.13004491935145,39.31818181818182,-6.1027268193161035,-4.446554909721141,479.9029792746078
2018-03-21,479.0,487.0,464.17498779296875,475.0,475.0,2424,48.86958506176054,30.46594982078853,-5.611115237365652,-4.679466975250043,479.4360288675023
2018-03-22,470.25,482.625,435.0,435.75,435.75,4744,41.51570652163056,0.6651884700665188,-8.293059265896034,-5.402185433379241,475.2754546896449
2018-03-23,454.5,463.0,426.25,442.25,442.25,1828,43.044236147660186,13.168724279835391,-9.781271148466601,-6.278002576396714,472.1301732906311
2018-03-26,453.0,453.0,426.5,437.5,437.5,3296,42.17673020830732,9.25925925925926,-11.21469902058351,-7.265341865234074,468.8320615486663
